
0,065821900963783
0,070182017982006
0,071163207292557
0,074607618153095
0,186878532171249
0,190719634294510
0,190391764044762
0,193746998906136
0,195978969335556
0,193993166089058
0,195418164134026
0,192207127809525
0,129149079322815
0,123577721416950
0,106518998742104
0,079224362969398
0,142124429345131
0,130338668823242
0,116132415831089
0,082977585494518
0,090953625738621
0,085582941770554
0,071714706718922
0,052087094634771
0,051490895450115
0,154589459300041
0,149401620030403
0,252011537551880
0,026844069361687
0,207563370466232
0,263697773218155
0,244636029005051
0,025414139032364
0,185657754540443
0,235071867704391
0,252525508403778
0,028322370722890
0,209408327937126
0,262497156858444

0,235709860920906
0,175979614257813
0,116372838616371
0,075028173625469
0,069313034415245
0,128273695707321
0,188211888074875
0,230067893862724
0,268844425678253
0,203578069806099
0,134570747613907
0,087392486631870
0,139063164591789
0,120529800653458
0,094887278974056
0,053945694118738
0,127695351839066
0,108684070408344
0,083095692098141
0,044995158910751
0,146212220191956
0,123817406594753
0,095047786831856
0,052516579627991
0,038553293794394
0,206604048609734
0,046165417879820
0,240445256233215
0,057898964732885
0,101079650223255
0,276306957006454
0,264388024806976
0,034564953297377
0,128249406814575
0,288971692323685
0,240238651633263
0,058914680033922
0,102775134146214
0,277600169181824

0,185741350054741
0,129337742924690
0,095867715775967
0,102989502251148
0,275390058755875
0,172007367014885
0,083727687597275
0,046155285090208
0,308029204607010
0,285822033882141
0,222620904445648
0,129609048366547
0,231013655662537
0,206941068172455
0,166085600852966
0,100084416568279
0,244915738701820
0,218920692801476
0,175432771444321
0,105239540338516
0,175742775201797
0,167556300759315
0,142600998282433
0,091018922626972
0,089880965650082
0,023584537208080
0,049053471535444
0,137864693999290
0,043400987982750
0,147267088294029
0,186318054795265
0,109248697757721
0,063058637082577
0,106397897005081
0,089808508753777
0,137097701430321
0,043117493391037
0,146393731236458
0,186065018177032

0,178007170557976
0,122985705733299
0,093448176980019
0,104436859488487
0,276206731796265
0,171653851866722
0,086214296519756
0,049024235457182
0,308710187673569
0,285994082689285
0,220088317990303
0,121592059731483
0,232294306159019
0,209583044052124
